rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,7,140,3357262,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
29,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,32,248,2139241,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
38,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,40,577,1950819,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
44,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,43,47,107,1857258,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
57,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,73,171,1687031,country; pop; taylor swift; love; country pop,True,Speak Now,,
67,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,78,203,1624900,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
68,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,67,122,1597445,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
94,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,104,315,1389439,pop; electropop; gospel; edm; exile,True,Golden Collection,,
107,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,120,151,1321530,pop; country; love; indie folk; country pop,True,You Belong With Me,,
153,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,184,138,1150527,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
170,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,164,53,1102236,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
194,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,-1,232,1031559,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
