rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
23,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,191,2684008,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
72,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,66,83,1730729,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
77,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,77,520,1630673,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
106,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,105,106,50,1444820,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
116,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,127,65,1396468,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
122,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,113,146,1380973,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
135,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,133,258,1308195,pop; electropop; gospel; edm; exile,True,Golden Collection,,
146,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,135,44,1260525,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
157,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,154,114,1233095,country; pop; taylor swift; love; country pop,True,Speak Now,,
161,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,145,189,1225665,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
