rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,168,4156414,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
40,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,44,605,1913452,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
42,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,45,276,1894692,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
44,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,48,135,1866913,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
57,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,67,231,1648349,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
58,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,57,17,1646881,pop rock; rock; indie rock; pop; country rock,True,,,
78,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,82,150,1426496,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
105,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,115,179,1275226,pop; country; love; indie folk; country pop,True,You Belong With Me,,
106,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,111,343,1272060,pop; electropop; gospel; edm; exile,True,Golden Collection,,
108,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,140,165,1265269,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
118,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,124,17,1229387,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
175,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,175,17,1074548,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
179,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,-1,198,1067304,country; pop; taylor swift; love; country pop,True,Speak Now,,
197,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,188,81,1009359,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
