rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,235,4696125,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
30,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,34,672,2274065,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
31,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,33,202,2246194,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
44,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,45,343,2014640,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
52,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,53,232,1887462,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
69,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,69,298,1668514,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
82,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,81,246,1554164,pop; country; love; indie folk; country pop,True,You Belong With Me,,
88,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,100,410,1502334,pop; electropop; gospel; edm; exile,True,Golden Collection,,
103,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,115,217,1404618,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
168,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,166,140,1195684,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
194,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,49,1109684,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
