rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
20,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,21,126,2412939,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
30,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,31,234,2198868,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
50,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,50,52,563,1803498,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
62,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,59,70,93,1667391,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
76,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,91,189,1561422,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
86,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,100,157,1481631,country; pop; taylor swift; love; country pop,True,Speak Now,,
118,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,112,108,1303389,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
131,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,136,301,1252333,pop; electropop; gospel; edm; exile,True,Golden Collection,,
159,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,190,124,1127695,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
165,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,179,137,1117259,pop; country; love; indie folk; country pop,True,You Belong With Me,,
177,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,173,39,1070493,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
