rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
21,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,200,2636230,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
46,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,50,92,1888456,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
62,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,61,123,1625188,country; pop; taylor swift; love; country pop,True,Speak Now,,
64,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,64,64,529,1619589,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
81,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,87,155,1504836,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
87,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,84,84,59,1471343,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
88,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,96,74,1461528,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
114,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,122,267,1328354,pop; electropop; gospel; edm; exile,True,Golden Collection,,
132,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,145,53,1256211,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
144,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,158,198,1220250,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
