rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
5,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,5,12,4557888,pop; synthpop; synthwave; electropop; masterpiece,1989 (Taylor’s Version) (Deluxe),,
8,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,275,4236035,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
13,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,13,12,3246785,from the vault; synthpop; dance-pop; female vocalist; alt-pop,1989 (Taylor’s Version) (Deluxe),,
20,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,18,12,2638442,synthpop; pop; dream pop; female vocalists; singer song writer,1989 (Taylor’s Version) (Deluxe),,
27,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,22,12,2338182,pop; synthpop; pop rock; female vocalists; singer songwriter,1989 (Taylor’s Version) (Deluxe),,
45,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,42,12,1908655,better than original; pop; pop perfection; synthpop; synthwave,1989 (Taylor's Version),,
51,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,50,383,1794263,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
52,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,56,286,1756224,pop; country; love; indie folk; country pop,You Belong With Me,,
56,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,64,712,1696914,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
57,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,59,84,1669492,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
58,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,61,242,1664644,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
68,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,58,12,1601745,synthpop; from the vault; synth pop; amazing; suburban legends,1989 (Taylor’s Version) (Deluxe),,
72,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,65,12,1590796,electropop; pop; synthpop; teen pop; taylor swift,1989 (Taylor's Version),,
82,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,85,272,1542732,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
83,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,87,338,1526226,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
92,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,94,450,1466954,pop; electropop; gospel; edm; exile,Golden Collection,,
113,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,96,12,1376704,synthpop; electropop; my top songs; pop; goodgirl owns this song,1989 (Taylor's Version),,
163,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,131,12,1236180,synthpop; electropop; pop; female vocalist; disco,1989 (Taylor's Version),,
168,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,145,12,1212524,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
193,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,189,85,1133835,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
194,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,190,256,1132291,pop; screamo; brutal death metal; metal; overrated,Midnights,,
