rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
147,spotify:track:04S1pkp1VaIqjg8zZqknR5,Taylor Swift,Enchanted,Taylor Swift,147,-1,1,800037
170,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,19,186,48,760870
177,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,122,180,45,752655
200,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,"Taylor Swift, Bon Iver",exile (feat. Bon Iver),Taylor Swift,3,-1,72,710528
