rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
6,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,11,302,4271439,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
11,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,1,19,6,3632954,pop; sad; best of 2023; downtempo; break-up,True,You're Losing Me (From the Vault),2023-05-26,192
40,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,48,39,2338353,pop; synthpop; synthwave; electropop; masterpiece,True,1989 (Taylor’s Version) (Deluxe),,
58,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,65,410,1993860,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
72,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,78,313,1779787,pop; country; love; indie folk; country pop,True,You Belong With Me,,
88,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,98,365,1648019,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
89,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,125,39,1638092,from the vault; synthpop; dance-pop; female vocalist; alt-pop,True,1989 (Taylor’s Version) (Deluxe),,
109,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,115,299,1523730,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
126,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,124,739,1464765,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
133,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,144,477,1442452,pop; electropop; gospel; edm; exile,True,Golden Collection,,
137,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,152,39,1434195,synthpop; pop; dream pop; female vocalists; singer song writer,True,1989 (Taylor’s Version) (Deluxe),,
181,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,186,269,1284504,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
193,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,-1,279,1228995,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
