rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,14,11072262,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
2,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,2,14,7238669,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
5,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,5,14,4790780,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
6,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,6,14,4369160,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
10,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,10,14,3818821,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
11,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,11,14,3767613,pop; power pop; rnb; disco; acid rock,True,,,
12,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,12,14,3593965,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
13,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,13,14,3420010,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
14,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,14,14,3330526,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
17,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,15,14,3145852,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
18,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,16,14,3081237,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
24,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,21,14,2748338,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
