rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,261,4877399,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
27,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,28,228,2433614,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
30,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,31,698,2374191,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
42,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,42,369,2029291,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
46,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,45,272,1916224,pop; country; love; indie folk; country pop,You Belong With Me,,
49,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,48,258,1819504,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
59,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,57,324,1719269,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
72,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,72,436,1606925,pop; electropop; gospel; edm; exile,Golden Collection,,
91,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,89,243,1470011,pop; screamo; brutal death metal; metal; overrated,Midnights,,
123,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,130,162,1314347,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
181,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,179,61,1142274,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
