rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,184,4726177,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
25,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,24,181,2445752,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,33,292,2203691,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
35,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,35,151,2134993,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,42,621,2114660,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
42,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,44,247,1968328,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
70,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,72,166,1604604,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
80,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,81,195,1528276,pop; country; love; indie folk; country pop,True,You Belong With Me,,
81,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,86,359,1522588,pop; electropop; gospel; edm; exile,True,Golden Collection,,
93,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,93,33,1454537,pop rock; rock; indie rock; pop; country rock,True,,,
159,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,156,33,1185677,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
160,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,155,97,1183245,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
165,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,163,23,1171663,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
170,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,170,47,1154042,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
