rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
8,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,8,249,4375545,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,41,686,2128837,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
37,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,43,216,2101715,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
52,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,54,357,1892980,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
63,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,64,246,1717300,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
71,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,73,312,1637585,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
75,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,88,260,1593908,pop; country; love; indie folk; country pop,You Belong With Me,,
86,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,106,424,1491071,pop; electropop; gospel; edm; exile,Golden Collection,,
132,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,151,231,1330295,pop; screamo; brutal death metal; metal; overrated,Midnights,,
183,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,-1,150,1158056,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
