rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,2,31,6696169,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
4,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,4,31,4348273,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
25,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,22,31,2094876,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
40,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,42,31,1838748,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
60,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,57,31,1625843,pop; power pop; rnb; disco; acid rock,True,,,
62,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,64,31,1611126,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
81,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,78,31,1443937,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
92,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,86,31,1395769,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
99,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,95,31,1344217,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
126,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,124,31,1256219,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
128,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,125,31,1247131,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
172,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,184,31,1103368,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
