rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,6,178,4680853,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
15,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,4,175,3386439,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
39,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,41,286,2176374,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
48,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,52,615,2065624,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
49,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,48,145,2051748,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
60,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,54,241,1897086,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
78,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,79,27,1656154,pop rock; rock; indie rock; pop; country rock,True,,,
87,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,91,160,1581903,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
108,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,110,189,1443846,pop; country; love; indie folk; country pop,True,You Belong With Me,,
113,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,116,353,1422313,pop; electropop; gospel; edm; exile,True,Golden Collection,,
169,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,173,27,1191140,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
179,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,188,91,1163866,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
