rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,15,10949364,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
3,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,2,15,7025756,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
5,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,5,15,4728603,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
8,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,6,15,4259956,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
10,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,10,15,3735638,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
11,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,11,15,3694266,pop; power pop; rnb; disco; acid rock,True,,,
13,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,12,15,3461403,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
16,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,13,15,3303271,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
17,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,14,15,3197391,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
21,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,17,15,3021664,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
22,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,18,15,2981798,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
29,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,24,15,2663368,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
