rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
2,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,2,40,4666541
36,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,32,40,2135371
38,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,36,40,2073789
56,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,5,49,40,1659182
58,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,Maroon,Taylor Swift,4,53,40,1628300
59,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,3,55,40,1626309
63,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,60,40,1553249
65,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,Bejeweled,Taylor Swift,9,58,40,1549337
106,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,Taylor Swift,Vigilante Shit,Taylor Swift,7,97,40,1239965
128,spotify:track:0heeNYlwOGuUSe7TgUD27B,Taylor Swift,Question...?,Taylor Swift,8,107,40,1122751
157,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,Taylor Swift,Mastermind,Taylor Swift,12,132,40,1048141
185,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,94,185,391,966259
