rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,229,4727407,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
42,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,35,196,2184503,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
43,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,39,666,2181463,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
56,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,51,337,1997134,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
62,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,57,226,1864324,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
92,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,74,292,1563707,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
102,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,95,240,1489973,pop; country; love; indie folk; country pop,True,You Belong With Me,,
131,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,114,404,1384742,pop; electropop; gospel; edm; exile,True,Golden Collection,,
144,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,125,211,1342563,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
198,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,194,134,1190003,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
