pop_rank,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release,previous_pop_rank
31,123,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,123,-1,1,63785,pop; sad; best of 2023; downtempo; break-up,True,You're Losing Me (From the Vault),2023-05-26,187,
32,131,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,103,177,76,61330,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,2023-10-18,42,35.0
