rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
32,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,30,451,3005761,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
48,spotify:track:2v1ivOOsgn64g5OywuH55L,Taylor Swift,The Smallest Man Who Ever Lived,Taylor Swift,14,40,13,2417079,pop; singer-songwriter; best of 2024; colleen hoover; chatgpt,THE TORTURED POETS DEPARTMENT,,
49,spotify:track:6RSG1dKPV5gEvILwJb4QtS,Taylor Swift,loml,Taylor Swift,12,44,13,2345125,pop; singer-songwriter; sad; piano; ballad,THE TORTURED POETS DEPARTMENT,,
52,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,Taylor Swift,The Alchemy,Taylor Swift,15,47,13,2193817,chatgpt; pop; best of 2024; singer-songwriter; colleen hoover,THE TORTURED POETS DEPARTMENT,,
53,spotify:track:3fO566xJgwxIa3qGCGBvIC,Taylor Swift,Fresh Out The Slammer,Taylor Swift,10,49,13,2183310,pop; singer-songwriter; colleen hoover; love at first listen; best of 2024,THE TORTURED POETS DEPARTMENT,,
65,spotify:track:7Mts0OfPorF4iwOomvfqn1,Taylor Swift,So High School,Taylor Swift,25,51,13,2005054,pop; rock; pop rock; singer-songwriter; indie rock,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
72,spotify:track:2h3MDMf8sd9s4XIzpTBIjX,Taylor Swift,I Can Fix Him (No Really I Can),Taylor Swift,13,56,13,1913191,singer-songwriter; pop; sexy; love at first listen; soty,THE TORTURED POETS DEPARTMENT,,
73,spotify:track:1kcwpPDQnqEqmezzXdJTCP,Taylor Swift,imgonnagetyouback,Taylor Swift,21,61,13,1892812,pop; singer-songwriter; female vocalists; synthpop; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
81,spotify:track:18WFFUIsewmA8g31KAeo3e,Taylor Swift,The Prophecy,Taylor Swift,32,75,13,1771024,singer-songwriter; folk; pop; ai; not poetic,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
83,spotify:track:62E2nR0od0M5HYxuYLaDz7,Taylor Swift,The Black Dog,Taylor Swift,20,71,13,1768819,pop; soty; best of 2024; singer-songwriter; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
90,spotify:track:1UlhrRvYzbHEyugEDspXUB,Taylor Swift,Clara Bow,Taylor Swift,16,76,13,1727781,pop; singer-songwriter; chatgpt; colleen hoover; taylor swift,THE TORTURED POETS DEPARTMENT,,
112,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,Taylor Swift,How Did It End?,Taylor Swift,29,102,13,1575023,folk; ballad; singer-songwriter; piano; pop,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
145,spotify:track:4EF6IyONolQy0bIQXm2EmX,Taylor Swift,The Albatross,Taylor Swift,26,129,13,1437564,singer-songwriter; folk; pop; best of 2024; ai,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
149,spotify:track:3hlGuz3loYoLfI3bpwieWq,Taylor Swift,I Hate It Here,Taylor Swift,31,131,13,1419980,folk; pop; singer-songwriter; poetic; poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
158,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,Taylor Swift,thanK you aIMee,Taylor Swift,22,136,13,1397981,female vocalist; folk; singer-songwriter; pop; country,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
178,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,Taylor Swift,Chloe or Sam or Sophia or Marcus,Taylor Swift,28,156,13,1315087,pop; singer-songwriter; folk pop; folk; female vocalists,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
184,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Taylor Swift,Peter,Taylor Swift,36,161,13,1296110,ballad; folk; pop; peter pan; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
200,spotify:track:2913xXOVAIDAqxzV2g4VcU,Taylor Swift,The Bolter,Taylor Swift,39,174,13,1247033,best of 2024; pop; country; folk; singer-songwriter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
