rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
3,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,2,13,8317024,pop; best of 2024; soty; synthpop; singer-songwriter,The Tortured Poets Department (Webstore Exclusive),,
11,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,3,6,13,5333543,pop; best of 2024; synthpop; dance-pop; soty,THE TORTURED POETS DEPARTMENT,,
12,spotify:track:2F3N9tdombb64aW6VtZOdo,Taylor Swift,Down Bad,Taylor Swift,2,11,13,4425724,pop; synthpop; best of 2024; love at first listen; pop perfect,THE TORTURED POETS DEPARTMENT,,
17,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,"So Long, London",Taylor Swift,4,15,13,3641246,pop; best of 2024; singer-songwriter; synthpop; wsum 91.7 fm madison,THE TORTURED POETS DEPARTMENT,,
20,spotify:track:0W0iAC1VGlB82PI6elxFYf,Taylor Swift,Guilty as Sin?,Taylor Swift,11,18,13,3381486,pop; best of 2024; singer-songwriter; pop rock; soty,THE TORTURED POETS DEPARTMENT,,
21,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,My Boy Only Breaks His Favorite Toys,Taylor Swift,5,17,13,3338350,pop; best of 2024; synthpop; female vocalists; taylor swift,THE TORTURED POETS DEPARTMENT,,
22,spotify:track:36t6frENUtCYKuZus6aYDO,Taylor Swift,Who’s Afraid of Little Old Me?,Taylor Swift,9,19,13,3324793,love at first listen; pop; best of 2024; pop rock; taylor swift,THE TORTURED POETS DEPARTMENT [Clean] [Clean],,
28,spotify:track:5og4Qzt92jJzVDkOtSEilb,Taylor Swift,But Daddy I Love Him,Taylor Swift,6,26,13,3089392,pop; best of 2024; pop rock; colleen hoover; country,THE TORTURED POETS DEPARTMENT,,
30,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,Taylor Swift,The Tortured Poets Department,Taylor Swift,2,27,13,3075126,pop; synthpop; best of 2024; singer-songwriter; 2024,THE TORTURED POETS DEPARTMENT,,
31,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),Taylor Swift,7,25,13,3071656,pop; rock; alternative; country; pop rock; singer-songwriter; love at first listen; best of 2024; 2024; alternative pop,,,
