rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
8,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,305,4243595,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
24,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,1,20,9,2916419,pop; sad; best of 2023; downtempo; break-up,True,You're Losing Me (From the Vault),2023-05-26,195
44,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,44,42,2331328,pop; synthpop; synthwave; electropop; masterpiece,True,1989 (Taylor’s Version) (Deluxe),,
61,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,60,413,1971054,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
79,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,75,316,1809172,pop; country; love; indie folk; country pop,True,You Belong With Me,,
87,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,92,368,1703993,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
101,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,98,42,1611767,from the vault; synthpop; dance-pop; female vocalist; alt-pop,True,1989 (Taylor’s Version) (Deluxe),,
111,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,118,480,1542161,pop; electropop; gospel; edm; exile,True,Golden Collection,,
123,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,127,742,1492689,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
129,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,122,302,1460085,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
137,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,138,42,1430084,synthpop; pop; dream pop; female vocalists; singer song writer,True,1989 (Taylor’s Version) (Deluxe),,
