rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,-1,1,30987370,pop; best of 2025; baroque pop; synthpop; love at first listen,The Life of a Showgirl,,
2,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,-1,1,23974787,who put katy perry?; pop; baroque pop; soty; halsey,The Life of a Showgirl,,
3,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,3,-1,1,23716087,pop; synthpop; soft rock; rnb; christmas,The Life of a Showgirl,,
4,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,-1,1,21802376,soty; best of 2025; synthpop; pop; female vocalist,The Life of a Showgirl,,
5,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,-1,1,19963843,pop; 2020s; sad; experimental; ballad,The Life of a Showgirl,,
6,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,-1,1,19391100,pop rock; power pop; best of 2025; ended flopli xcx; disco,The Life of a Showgirl,,
7,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,7,-1,1,19016766,pop; funk; disco; sexy; 70s,The Life of a Showgirl,,
8,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,8,-1,1,18835270,pop; soty; rock; female vocalist; singer-songwriter,The Life of a Showgirl,,
9,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,9,-1,1,18804814,pop; synthpop; fav; synth pop; dream,The Life of a Showgirl,,
10,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,-1,1,18756365,pop; country pop; peter; soft rock; country,The Life of a Showgirl,,
11,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,11,-1,1,18734428,pop; power pop; rnb; disco; acid rock,,,
12,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,-1,1,15995465,pop; rnb; soft rock; metal; power pop,The Life of a Showgirl,,
31,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,184,549,2615761,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
69,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,156,551,1989903,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
119,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,142,970,1503912,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
195,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,-1,518,1254940,pop; country; love; indie folk; country pop,You Belong With Me,,
