rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,161,4301366,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
25,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,24,10,2217842,pop rock; rock; indie rock; pop; country rock,True,,,
34,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,40,128,2025264,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
35,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,37,269,2015236,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,39,598,2013599,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
55,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,74,224,1659796,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
64,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,65,10,1550438,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
71,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,72,143,1510505,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
75,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,83,10,1473515,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
92,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,99,336,1368578,pop; electropop; gospel; edm; exile,True,Golden Collection,,
98,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,108,172,1350045,pop; country; love; indie folk; country pop,True,You Belong With Me,,
115,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,Mine (Taylor's Version),Taylor Swift,1,103,10,1284684,pop rock; country pop; country; pop; country rock,True,Speak Now (Taylor's Version),,
117,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,142,158,1276327,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
144,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,169,192,1166419,country; pop; taylor swift; love; country pop,True,Speak Now,,
185,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,194,15,1050311,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
188,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,182,74,1046822,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
195,spotify:track:0NwGC0v03ysCYINtg6ns58,Taylor Swift,Better Than Revenge (Taylor's Version),Taylor Swift,5,177,10,1030684,country; rock; pop punk; country rock; power pop,True,Speak Now (Taylor's Version),,
