rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,164,4624760,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
30,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,25,13,2243505,pop rock; rock; indie rock; pop; country rock,True,,,
34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,32,272,2160709,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
38,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,36,601,2104662,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
39,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,35,131,2098877,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
57,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,58,227,1766397,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
67,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,66,146,1644182,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
82,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,77,13,1522697,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
94,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,90,339,1456153,pop; electropop; gospel; edm; exile,True,Golden Collection,,
102,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,103,175,1422452,pop; country; love; indie folk; country pop,True,You Belong With Me,,
109,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,95,13,1380592,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
113,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,112,161,1357842,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
151,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,Mine (Taylor's Version),Taylor Swift,1,132,13,1206255,pop rock; country pop; country; pop; country rock,True,Speak Now (Taylor's Version),,
164,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,162,195,1175290,country; pop; taylor swift; love; country pop,True,Speak Now,,
175,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,187,77,1141762,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
193,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,17,1091507,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
