rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
32,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,14,22,2428664
48,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,You Need To Calm Down,Taylor Swift,3,27,85,1660737
55,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor Swift,The Man,Taylor Swift,4,32,15,1568192
70,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,48,15,1217387
74,spotify:track:2Rk4JlNc2TPmZe2af99d45,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1,51,134,1167472
103,spotify:track:43rA71bccXFGD4C8GOpIlN,Taylor Swift,I Forgot That You Existed,Taylor Swift,6,69,15,992957
150,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,16,113,15,802645
182,spotify:track:214nt20w5wOxJnY462klLw,Taylor Swift,Miss Americana & The Heartbreak Prince,Taylor Swift,15,139,15,726563
184,spotify:track:3pHkh7d0lzM2AldUtz2x37,Taylor Swift,The Archer,Taylor Swift,9,146,40,723385
185,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Taylor Swift,I Think He Knows,Taylor Swift,13,143,15,722837
194,spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor Swift,London Boy,Taylor Swift,25,154,15,705533
199,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor Swift,Cornelia Street,Taylor Swift,23,158,15,696612
