rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,260,4748750,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
28,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,24,227,2361881,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
31,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,26,697,2318728,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
42,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,38,368,2004331,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
45,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,42,271,1910990,pop; country; love; indie folk; country pop,You Belong With Me,,
48,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,48,257,1802580,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
57,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,60,323,1719901,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
72,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,71,435,1609220,pop; electropop; gospel; edm; exile,Golden Collection,,
89,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,85,242,1463521,pop; screamo; brutal death metal; metal; overrated,Midnights,,
130,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,113,161,1277547,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
179,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,145,60,1132869,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
199,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,172,79,1066564,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
