rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
12,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,12,152,3154206,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
21,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,16,5,2589665,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
67,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,67,150,1679928,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
71,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,79,481,1621938,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
97,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,99,107,1462974,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
101,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,98,219,1444270,pop; electropop; gospel; edm; exile,True,Golden Collection,,
113,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,108,108,11,1393988,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
127,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,119,44,1305253,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
132,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,131,116,1286415,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
134,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,128,75,1272760,country; pop; taylor swift; love; country pop,True,Speak Now,,
