rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,207,5132247,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
18,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,25,204,2707696,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
31,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,30,644,2327018,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
32,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,32,174,2321691,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
35,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,36,315,2260172,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
60,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,63,270,1795797,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
70,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,73,189,1664784,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
74,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,79,218,1614874,pop; country; love; indie folk; country pop,True,You Belong With Me,,
77,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,82,382,1588964,pop; electropop; gospel; edm; exile,True,Golden Collection,,
150,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,162,120,1247647,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
176,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,184,56,1188661,pop rock; rock; indie rock; pop; country rock,True,,,
189,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,-1,69,1145828,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
195,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,44,1136974,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
