rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,181,4769528,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
27,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,28,178,2408231,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
36,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,34,289,2222322,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
42,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,40,618,2110844,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
43,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,44,148,2105371,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
67,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,67,244,1780666,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
82,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,82,163,1575434,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
93,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,78,30,1509750,pop rock; rock; indie rock; pop; country rock,True,,,
100,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,103,192,1467720,pop; country; love; indie folk; country pop,True,You Belong With Me,,
106,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,99,356,1452193,pop; electropop; gospel; edm; exile,True,Golden Collection,,
155,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,156,94,1234811,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
176,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,187,20,1187419,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
186,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,172,30,1174939,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
192,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,198,44,1159958,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
